ID HIP TYC2 WDS RA DEC Umag Bmag Vmag Rmag Imag Jmag Hmag Kmag dist(pc) M_V Type Lstar(Lsun) WDSsep(") WDSdmag(mags) pmRA(mas/yr) pmDEC(mas/yr)
---------------------------------
          88 |         1113 |  | J00138-7442A |       3.47089 |      -74.6883 |           NaN |       9.50300 |       8.76000 |           NaN |       7.97000 |       7.40600 |       7.08700 |       6.96200 |       45.8470 |       5.45345 | G6V |      0.616989 |       31.3000 |       2.74000 |       82.8110 |      -49.0760
          89 |         1119 |  |  |       3.50042 |      -10.9537 |           NaN |       10.3820 |       9.42000 |           NaN |       8.41000 |       7.74800 |       7.31700 |       7.18400 |       42.3282 |       6.28685 | K0 |      0.342171 |           NaN |           NaN |       173.976 |       14.2890
          90 |         1128 |  |  |       3.51866 |      -11.3116 |           NaN |       9.00500 |       8.36000 |           NaN |       7.65000 |       7.13600 |       6.81600 |       6.72200 |       42.8416 |       5.20067 | G5 |      0.734237 |           NaN |           NaN |       422.392 |      -191.907
          91 |         1134 |  | J00142-0712AB |       3.54273 |      -7.19912 |           NaN |       7.84100 |       7.32000 |           NaN |       6.73000 |       6.40200 |       6.17000 |       6.07300 |       45.9124 |       4.01035 | F5 |       2.10844 |      0.200000 |       6.12000 |       104.539 |      -67.9110
          92 |         1140 |  |  |       3.56128 |      -55.0697 |           NaN |       7.12200 |       6.66000 |           NaN |       6.13000 |       5.79500 |       5.63500 |       5.54300 |       46.1928 |       3.33713 | F5IV/V |       3.84236 |           NaN |           NaN |      -2.89000 |      -28.8690
          93 |         1148 |  | J00144+6020AB |       3.58976 |       60.3417 |           NaN |       9.24000 |       8.51000 |       8.00000 |       7.73000 |       7.04500 |       6.72100 |       6.61800 |       42.0270 |       5.39236 | G8III |      0.649969 |      0.200000 |       2.40000 |       191.890 |       11.7500
          94 |         1206 |  |  |       3.76931 |      -68.5301 |           NaN |       9.26500 |       8.57000 |           NaN |       7.82000 |       7.31700 |       6.98200 |       6.90900 |       46.5690 |       5.22951 | G6V |      0.733997 |           NaN |           NaN |       48.1670 |       54.9570
          95 |         1242 |  | J00155-1608AB |       3.86712 |      -16.1338 |       14.4900 |       13.2400 |       11.4900 |       10.2730 |       8.48000 |       7.21500 |       6.71000 |       6.39000 |       4.98678 |       13.0009 | M: |    0.00759484 |      0.400000 |      0.400000 |       731.830 |      -607.730
          96 |         1276 |  |  |       4.00831 |      -48.2609 |       14.2170 |       13.2270 |       11.5800 |       10.5060 |       8.86000 |       7.96900 |       7.35700 |       7.11200 |       24.8835 |       9.60044 | M5 |      0.118911 |           NaN |           NaN |      -43.1190 |      -244.691
          97 |         1292 |  | J00162-7951AB |       4.05282 |      -79.8512 |       7.69200 |       7.33900 |       6.59000 |       6.60000 |       5.80000 |       5.36600 |       4.99000 |       4.85900 |       17.5648 |       5.36678 | G6V |      0.671218 |       3.90000 |       5.04000 |       433.908 |      -56.3220
          98 |         1294 |  |  |       4.04827 |       30.5326 |           NaN |       9.75500 |       8.79000 |       8.89400 |       7.78000 |       6.91900 |       6.40000 |       6.31400 |       39.2764 |       5.81934 | K2 |      0.528381 |           NaN |           NaN |       189.887 |       47.8380
          99 |         1295 |  | J00164+1950A |       4.06097 |       19.8605 |           NaN |       13.2750 |       11.7900 |       11.8990 |       9.81000 |           NaN |           NaN |           NaN |       15.2156 |       10.8786 | M: |     0.0146319 |       25.2000 |       1.09000 |       714.507 |      -761.417
         100 |         1308 |  |  |       4.10194 |      -46.7198 |           NaN |       12.3180 |       11.0600 |       10.2700 |       9.64000 |       8.68600 |       8.06300 |       7.88800 |       44.0011 |       7.84268 | K5 |      0.128707 |           NaN |           NaN |       206.587 |       17.3670
         101 |         1322 |  |  |       4.15239 |      -50.2690 |       14.9830 |       13.9100 |       12.3800 |       11.3360 |       10.0800 |       8.96700 |       8.33000 |       8.16800 |       23.6956 |       10.5067 | M4 |     0.0280056 |           NaN |           NaN |       332.540 |       269.527
